ID,category,Case_w,Case_wo,NoCNV_Control_w,NoCNV_Control_wo,LargeRare_Control_w,LargeRare_Control_wo,NEJM_Control_w,NEJM_Control_wo
2890,node,0,217,3,87792,0,4106,0,2210
2910,node,0,217,3,87792,0,4106,0,2210
2950,node,0,217,1,87794,0,4106,0,2210
2970,node,0,217,28,87767,3,4103,0,2210
2980,node,0,217,3,87792,0,4106,0,2210
2990,node,0,217,2,87793,0,4106,0,2210
3000,node,0,217,1,87794,0,4106,0,2210
3010,node,0,217,7,87788,0,4106,1,2209
3040,node,0,217,1,87794,0,4106,0,2210
3060,node,0,217,2,87793,0,4106,0,2210
3080,node,0,217,5,87790,0,4106,0,2210
3100,node,0,217,1,87794,0,4106,0,2210
3130,node,0,217,2,87793,0,4106,0,2210
3140,node,0,217,7,87788,0,4106,0,2210
3150,node,1,216,132,87663,8,4098,5,2205
3170,node,1,216,217,87578,13,4093,6,2204
3180,node,4,213,484,87311,27,4079,13,2197
3190,node,0,217,9,87786,1,4105,0,2210
3260,node,0,217,2,87793,0,4106,0,2210
3270,node,0,217,6,87789,0,4106,0,2210
3300,node,0,217,1,87794,0,4106,0,2210
3330,node,0,217,2,87793,0,4106,0,2210
3380,node,0,217,1,87794,0,4106,0,2210
3410,node,0,217,18,87777,0,4106,0,2210
3420,node,0,217,2,87793,0,4106,0,2210
3480,node,0,217,36,87759,0,4106,2,2208
3490,node,0,217,1,87794,0,4106,0,2210
3500,node,0,217,10,87785,0,4106,0,2210
3510,node,0,217,243,87552,14,4092,6,2204
3520,node,0,217,2,87793,0,4106,0,2210
3530,node,0,217,128,87667,6,4100,4,2206
3540,node,0,217,78,87717,2,4104,2,2208
3550,node,6,211,2133,85662,115,3991,47,2163
3570,node,0,217,6,87789,0,4106,0,2210
3580,node,0,217,3,87792,0,4106,0,2210
3590,node,0,217,2,87793,0,4106,0,2210
3600,node,0,217,1,87794,0,4106,0,2210
3640,node,0,217,1,87794,0,4106,0,2210
3660,node,0,217,1,87794,0,4106,0,2210
3680,node,0,217,1,87794,0,4106,0,2210
3690,node,0,217,1,87794,0,4106,0,2210
3700,node,0,217,13,87782,0,4106,0,2210
3710,node,0,217,3,87792,0,4106,0,2210
3730,node,0,217,1,87794,0,4106,0,2210
3760,node,0,217,25,87770,1,4105,0,2210
3780,node,0,217,3,87792,0,4106,1,2209
3800,node,0,217,2,87793,0,4106,0,2210
3830,node,0,217,5,87790,0,4106,0,2210
3840,node,0,217,4,87791,0,4106,0,2210
3850,node,0,217,6,87789,0,4106,0,2210
3860,node,0,217,4,87791,0,4106,0,2210
3870,node,0,217,2,87793,0,4106,0,2210
3900,node,0,217,1,87794,0,4106,0,2210
3910,node,0,217,2,87793,0,4106,0,2210
3970,node,0,217,2,87793,0,4106,0,2210
4050,node,0,217,1,87794,0,4106,0,2210
4390,node,0,217,1,87794,0,4106,0,2210
4460,node,0,217,2,87793,0,4106,0,2210
4480,node,0,217,3,87792,1,4105,0,2210
4490,node,0,217,2,87793,0,4106,0,2210
4630,node,0,217,6,87789,0,4106,0,2210
4650,node,0,217,2,87793,0,4106,0,2210
4660,node,0,217,5,87790,0,4106,0,2210
4690,node,0,217,0,87795,1,4105,0,2210
4700,node,0,217,3,87792,0,4106,0,2210
4720,node,0,217,1,87794,0,4106,0,2210
4820,node,0,217,2,87793,0,4106,0,2210
4900,node,0,217,8,87787,0,4106,0,2210
4920,node,0,217,3,87792,0,4106,0,2210
4940,node,0,217,5,87790,1,4105,0,2210
4960,node,0,217,2,87793,0,4106,0,2210
4990,node,0,217,13,87782,1,4105,1,2209
5000,node,0,217,9,87786,2,4104,1,2209
5010,node,0,217,4,87791,0,4106,0,2210
5020,node,0,217,21,87774,2,4104,1,2209
5030,node,0,217,30,87765,5,4101,0,2210
5040,node,0,217,22,87773,2,4104,0,2210
5060,node,1,216,81,87714,3,4103,2,2208
5070,node,0,217,50,87745,2,4104,2,2208
5080,node,0,217,17,87778,4,4102,0,2210
5090,node,0,217,3,87792,0,4106,0,2210
5100,node,0,217,5,87790,0,4106,0,2210
5110,node,3,214,222,87573,9,4097,4,2206
5120,node,0,217,62,87733,3,4103,1,2209
5130,node,3,214,1133,86662,68,4038,34,2176
5190,node,0,217,5,87790,0,4106,0,2210
5200,node,0,217,2,87793,0,4106,0,2210
5310,node,0,217,37,87758,0,4106,0,2210
5330,node,0,217,1,87794,0,4106,0,2210
5340,node,0,217,9,87786,3,4103,0,2210
5360,node,0,217,1,87794,0,4106,0,2210
5380,node,0,217,3,87792,1,4105,1,2209
5400,node,1,216,113,87682,7,4099,5,2205
5410,node,0,217,38,87757,2,4104,1,2209
5420,node,0,217,12,87783,0,4106,1,2209
5430,node,0,217,2,87793,0,4106,1,2209
5440,node,0,217,80,87715,3,4103,5,2205
5450,node,0,217,40,87755,5,4101,0,2210
5610,node,0,217,2,87793,0,4106,0,2210
5660,node,0,217,0,87795,0,4106,1,2209
5730,node,0,217,1,87794,0,4106,0,2210
5740,node,0,217,1,87794,0,4106,0,2210
5800,node,0,217,1,87794,0,4106,0,2210
5830,node,0,217,2,87793,0,4106,0,2210
5840,node,0,217,1,87794,0,4106,0,2210
5870,node,0,217,2,87793,0,4106,0,2210
5940,node,0,217,1,87794,0,4106,0,2210
5980,node,0,217,1,87794,0,4106,0,2210
6000,node,0,217,9,87786,1,4105,0,2210
6040,node,0,217,48,87747,2,4104,1,2209
6050,node,0,217,4,87791,0,4106,0,2210
6060,node,0,217,1,87794,0,4106,0,2210
6280,node,0,217,1,87794,0,4106,0,2210
6320,node,0,217,8,87787,0,4106,0,2210
6330,node,0,217,1,87794,0,4106,0,2210
6340,node,0,217,9,87786,0,4106,0,2210
6350,node,0,217,1,87794,0,4106,0,2210
6560,node,0,217,2,87793,0,4106,1,2209
6570,node,0,217,1,87794,0,4106,0,2210
6690,node,0,217,4,87791,0,4106,0,2210
6710,node,0,217,4,87791,0,4106,0,2210
6730,node,0,217,1,87794,0,4106,0,2210
6890,node,0,217,1,87794,0,4106,0,2210
6990,node,0,217,1,87794,0,4106,0,2210
7000,node,0,217,13,87782,1,4105,2,2208
7020,node,0,217,2,87793,0,4106,0,2210
7040,node,0,217,3,87792,0,4106,0,2210
7050,node,0,217,1,87794,0,4106,0,2210
7060,node,0,217,39,87756,0,4106,0,2210
7090,node,0,217,1,87794,0,4106,0,2210
7110,node,0,217,2,87793,0,4106,0,2210
7120,node,0,217,1,87794,0,4106,0,2210
7530,node,0,217,5,87790,0,4106,0,2210
7540,node,0,217,25,87770,1,4105,0,2210
7550,node,0,217,5,87790,1,4105,0,2210
7560,node,0,217,1,87794,1,4105,0,2210
7570,node,0,217,12,87783,0,4106,0,2210
7580,node,0,217,12,87783,0,4106,0,2210
7600,node,0,217,2,87793,0,4106,0,2210
7610,node,0,217,15,87780,1,4105,0,2210
7630,node,0,217,1,87794,0,4106,0,2210
7640,node,0,217,2,87793,0,4106,0,2210
7650,node,0,217,3,87792,0,4106,0,2210
7660,node,0,217,2,87793,0,4106,0,2210
7670,node,0,217,11,87784,1,4105,0,2210
7690,node,0,217,0,87795,1,4105,0,2210
7700,node,0,217,4,87791,0,4106,0,2210
7710,node,0,217,33,87762,2,4104,0,2210
7720,node,0,217,10,87785,2,4104,0,2210
7730,node,0,217,1,87794,0,4106,0,2210
7740,node,0,217,5,87790,0,4106,0,2210
7750,node,1,216,118,87677,4,4102,1,2209
7890,node,0,217,1,87794,0,4106,0,2210
7900,node,0,217,213,87582,11,4095,2,2208
7930,node,1,216,20,87775,0,4106,0,2210
7950,node,0,217,1,87794,0,4106,0,2210
7960,node,0,217,1,87794,0,4106,0,2210
7970,node,0,217,1,87794,0,4106,0,2210
7990,node,0,217,3,87792,0,4106,0,2210
8020,node,0,217,22,87773,1,4105,1,2209
8070,node,0,217,43,87752,6,4100,0,2210
8100,node,0,217,24,87771,3,4103,1,2209
8110,node,0,217,5,87790,0,4106,0,2210
8120,node,0,217,4,87791,0,4106,0,2210
8130,node,0,217,8,87787,2,4104,1,2209
8150,node,0,217,3,87792,0,4106,0,2210
8160,node,0,217,68,87727,3,4103,1,2209
8170,node,0,217,103,87692,6,4100,4,2206
8180,node,0,217,1,87794,1,4105,0,2210
8190,node,0,217,5,87790,0,4106,0,2210
8220,node,0,217,13,87782,0,4106,0,2210
8240,node,0,217,1,87794,0,4106,0,2210
8250,node,0,217,2,87793,0,4106,1,2209
8260,node,0,217,1,87794,0,4106,0,2210
8280,node,0,217,3,87792,0,4106,0,2210
8300,node,0,217,5,87790,0,4106,0,2210
8320,node,0,217,1,87794,0,4106,0,2210
8370,node,0,217,2,87793,0,4106,0,2210
8380,node,0,217,1,87794,0,4106,0,2210
8400,node,0,217,1,87794,0,4106,0,2210
8430,node,0,217,1,87794,0,4106,1,2209
8510,node,0,217,5,87790,1,4105,0,2210
8520,node,0,217,33,87762,2,4104,1,2209
8540,node,0,217,4,87791,0,4106,0,2210
8570,node,0,217,6,87789,0,4106,0,2210
8580,node,0,217,32,87763,3,4103,4,2206
8600,node,0,217,1,87794,0,4106,0,2210
8650,node,0,217,3,87792,0,4106,0,2210
8670,node,0,217,8,87787,0,4106,0,2210
8690,node,0,217,2,87793,0,4106,0,2210
8700,node,0,217,6,87789,0,4106,1,2209
8730,node,0,217,2,87793,0,4106,0,2210
8760,node,0,217,1,87794,0,4106,0,2210
8770,node,0,217,5,87790,0,4106,0,2210
8790,node,0,217,4,87791,0,4106,0,2210
8810,node,0,217,2,87793,0,4106,0,2210
8820,node,0,217,1,87794,0,4106,0,2210
8840,node,0,217,4,87791,0,4106,0,2210
8860,node,0,217,1,87794,1,4105,0,2210
8870,node,0,217,3,87792,0,4106,0,2210
8880,node,0,217,2,87793,0,4106,0,2210
8890,node,0,217,2,87793,0,4106,0,2210
8900,node,0,217,11,87784,1,4105,0,2210
8910,node,0,217,25,87770,2,4104,0,2210
8920,node,2,215,498,87297,26,4080,16,2194
8950,node,0,217,30,87765,2,4104,0,2210
8970,node,0,217,46,87749,2,4104,1,2209
8980,node,0,217,2,87793,0,4106,0,2210
9000,node,0,217,6,87789,0,4106,0,2210
9010,node,0,217,2,87793,0,4106,0,2210
9020,node,0,217,5,87790,0,4106,0,2210
9040,node,0,217,3,87792,0,4106,0,2210
9090,node,0,217,18,87777,1,4105,0,2210
9110,node,2,215,334,87461,24,4082,8,2202
9120,node,1,216,11,87784,1,4105,1,2209
9130,node,0,217,18,87777,1,4105,2,2208
9140,node,1,216,65,87730,6,4100,2,2208
9150,node,1,216,17,87778,1,4105,0,2210
9180,node,0,217,10,87785,0,4106,0,2210
9190,node,2,215,287,87508,25,4081,6,2204
9200,node,0,217,86,87709,5,4101,4,2206
9310,node,0,217,1,87794,0,4106,1,2209
9370,node,0,217,1,87794,0,4106,0,2210
9640,node,0,217,3,87792,0,4106,0,2210
9650,node,0,217,35,87760,2,4104,2,2208
9680,node,0,217,1,87794,0,4106,0,2210
9690,node,0,217,23,87772,0,4106,0,2210
9880,node,0,217,1,87794,0,4106,0,2210
9900,node,0,217,5,87790,0,4106,0,2210
9970,node,0,217,3,87792,0,4106,0,2210
9990,node,0,217,35,87760,5,4101,2,2208
10020,node,0,217,5,87790,0,4106,0,2210
10030,node,0,217,46,87749,1,4105,1,2209
10060,node,0,217,1,87794,0,4106,0,2210
10070,node,0,217,3,87792,0,4106,0,2210
10110,node,0,217,1,87794,0,4106,0,2210
10160,node,0,217,11,87784,0,4106,0,2210
10190,node,0,217,2,87793,0,4106,0,2210
10340,node,0,217,1,87794,0,4106,0,2210
10380,node,0,217,1,87794,0,4106,0,2210
10390,node,0,217,1,87794,0,4106,0,2210
10400,node,0,217,13,87782,3,4103,0,2210
10430,node,0,217,0,87795,0,4106,1,2209
10480,node,0,217,1,87794,1,4105,0,2210
10510,node,0,217,1,87794,0,4106,0,2210
10520,node,0,217,2,87793,0,4106,0,2210
10530,node,0,217,2,87793,1,4105,0,2210
10580,node,0,217,1,87794,0,4106,0,2210
10640,node,0,217,1,87794,0,4106,0,2210
10730,node,0,217,1,87794,0,4106,0,2210
10770,node,0,217,1,87794,0,4106,0,2210
11060,node,0,217,1,87794,0,4106,0,2210
11150,node,0,217,1,87794,0,4106,0,2210
11170,node,0,217,29,87766,2,4104,1,2209
11260,node,0,217,3,87792,0,4106,0,2210
11270,node,0,217,1,87794,0,4106,0,2210
11350,node,0,217,1,87794,0,4106,0,2210
11370,node,0,217,2,87793,0,4106,0,2210
11420,node,0,217,5,87790,0,4106,0,2210
11450,node,0,217,1,87794,0,4106,0,2210
11500,node,0,217,1,87794,0,4106,0,2210
11520,node,0,217,0,87795,1,4105,0,2210
11530,node,0,217,1,87794,0,4106,0,2210
11640,node,0,217,6,87789,0,4106,0,2210
11650,node,0,217,41,87754,2,4104,1,2209
11690,node,0,217,1,87794,0,4106,0,2210
11700,node,0,217,1,87794,0,4106,0,2210
11710,node,0,217,14,87781,1,4105,0,2210
11720,node,0,217,7,87788,0,4106,0,2210
11740,node,0,217,43,87752,2,4104,2,2208
11750,node,0,217,78,87717,4,4102,2,2208
11760,node,0,217,39,87756,3,4103,2,2208
11770,node,1,216,48,87747,2,4104,3,2207
11780,node,0,217,207,87588,14,4092,8,2202
11790,node,0,217,80,87715,7,4099,0,2210
11800,node,1,216,708,87087,62,4044,27,2183
11810,node,0,217,158,87637,8,4098,9,2201
11820,node,0,217,79,87716,5,4101,2,2208
11840,node,0,217,3,87792,0,4106,0,2210
11850,node,1,216,145,87650,10,4096,5,2205
11860,node,7,210,996,86799,49,4057,29,2181
11870,node,0,217,72,87723,5,4101,2,2208
11880,node,0,217,80,87715,3,4103,4,2206
11890,node,0,217,291,87504,21,4085,7,2203
11900,node,0,217,12,87783,0,4106,0,2210
11910,node,0,217,3,87792,2,4104,0,2210
11920,node,2,215,1590,86205,77,4029,48,2162
11940,node,0,217,1,87794,0,4106,0,2210
11950,node,0,217,6,87789,0,4106,0,2210
11960,node,0,217,2,87793,0,4106,0,2210
11980,node,0,217,8,87787,2,4104,0,2210
12010,node,0,217,75,87720,4,4102,2,2208
12020,node,0,217,72,87723,2,4104,5,2205
12040,node,0,217,445,87350,19,4087,12,2198
12060,node,0,217,31,87764,2,4104,4,2206
12080,node,0,217,3,87792,0,4106,1,2209
12090,node,0,217,3,87792,0,4106,0,2210
12100,node,0,217,1,87794,0,4106,0,2210
12120,node,0,217,1,87794,0,4106,0,2210
12160,node,0,217,4,87791,1,4105,0,2210
12170,node,0,217,43,87752,1,4105,0,2210
12200,node,0,217,26,87769,2,4104,1,2209
12210,node,0,217,4,87791,0,4106,0,2210
12220,node,0,217,2,87793,0,4106,0,2210
12230,node,0,217,4,87791,1,4105,0,2210
12240,node,0,217,1,87794,0,4106,0,2210
12250,node,0,217,30,87765,0,4106,1,2209
12280,node,0,217,8,87787,0,4106,0,2210
12290,node,0,217,5,87790,0,4106,0,2210
12310,node,0,217,4,87791,1,4105,0,2210
12320,node,0,217,1,87794,0,4106,0,2210
12330,node,0,217,3,87792,0,4106,0,2210
12340,node,0,217,16,87779,1,4105,0,2210
12360,node,0,217,4,87791,0,4106,0,2210
12370,node,0,217,7,87788,0,4106,1,2209
12390,node,0,217,1,87794,0,4106,0,2210
12400,node,0,217,6,87789,1,4105,0,2210
12420,node,0,217,10,87785,0,4106,0,2210
12430,node,0,217,1,87794,0,4106,0,2210
12440,node,0,217,5,87790,0,4106,0,2210
12450,node,0,217,1,87794,0,4106,0,2210
12460,node,0,217,9,87786,0,4106,1,2209
12470,node,0,217,26,87769,3,4103,1,2209
12490,node,0,217,4,87791,0,4106,0,2210
12500,node,0,217,1,87794,0,4106,0,2210
12520,node,0,217,7,87788,1,4105,1,2209
12540,node,0,217,1,87794,0,4106,0,2210
12550,node,0,217,4,87791,0,4106,0,2210
12560,node,0,217,1,87794,0,4106,0,2210
12570,node,0,217,56,87739,2,4104,1,2209
12590,node,0,217,1,87794,0,4106,0,2210
12610,node,0,217,3,87792,0,4106,0,2210
12620,node,0,217,2,87793,0,4106,0,2210
12630,node,0,217,2,87793,0,4106,0,2210
12650,node,0,217,21,87774,0,4106,0,2210
12680,node,0,217,2,87793,0,4106,0,2210
12700,node,0,217,1,87794,0,4106,0,2210
12720,node,0,217,12,87783,1,4105,0,2210
12730,node,0,217,13,87782,1,4105,0,2210
12750,node,0,217,1,87794,0,4106,0,2210
12760,node,0,217,1,87794,0,4106,0,2210
12770,node,0,217,1,87794,0,4106,0,2210
12790,node,0,217,6,87789,1,4105,1,2209
12810,node,0,217,13,87782,1,4105,1,2209
12830,node,0,217,1,87794,0,4106,0,2210
12850,node,0,217,3,87792,0,4106,1,2209
12860,node,0,217,2,87793,1,4105,0,2210
12870,node,0,217,4,87791,0,4106,0,2210
12880,node,0,217,10,87785,0,4106,0,2210
12890,node,0,217,24,87771,1,4105,0,2210
12900,node,0,217,123,87672,1,4105,2,2208
12910,node,0,217,1,87794,0,4106,0,2210
12920,node,0,217,151,87644,4,4102,5,2205
12940,node,0,217,91,87704,2,4104,1,2209
12950,node,0,217,2,87793,4,4102,0,2210
12960,node,0,217,11,87784,1,4105,0,2210
12970,node,0,217,14,87781,0,4106,0,2210
12980,node,0,217,8,87787,0,4106,1,2209
12990,node,0,217,9,87786,1,4105,0,2210
13000,node,0,217,9,87786,1,4105,0,2210
13010,node,0,217,4,87791,1,4105,0,2210
13020,node,0,217,98,87697,5,4101,0,2210
13040,node,0,217,20,87775,0,4106,1,2209
13050,node,0,217,7,87788,0,4106,0,2210
13060,node,0,217,21,87774,1,4105,0,2210
13070,node,0,217,1,87794,0,4106,0,2210
13090,node,0,217,14,87781,0,4106,0,2210
13110,node,1,216,199,87596,9,4097,4,2206
13120,node,0,217,26,87769,0,4106,0,2210
13130,node,1,216,125,87670,5,4101,1,2209
13140,node,0,217,38,87757,3,4103,1,2209
13150,node,0,217,77,87718,2,4104,3,2207
13160,node,0,217,52,87743,1,4105,0,2210
13170,node,0,217,74,87721,1,4105,0,2210
13180,node,3,214,369,87426,23,4083,7,2203
13190,node,0,217,10,87785,1,4105,0,2210
13200,node,0,217,286,87509,12,4094,3,2207
13210,node,1,216,225,87570,12,4094,2,2208
13220,node,1,216,441,87354,18,4088,18,2192
13240,node,0,217,35,87760,2,4104,1,2209
13250,node,0,217,26,87769,2,4104,2,2208
13270,node,0,217,6,87789,0,4106,0,2210
13290,node,0,217,61,87734,4,4102,0,2210
13300,node,1,216,55,87740,6,4100,6,2204
13310,node,0,217,1,87794,0,4106,0,2210
13340,node,0,217,1,87794,0,4106,0,2210
13350,node,0,217,42,87753,4,4102,1,2209
13360,node,0,217,26,87769,2,4104,2,2208
13380,node,1,216,21,87774,0,4106,1,2209
13390,node,0,217,12,87783,1,4105,0,2210
13400,node,0,217,3,87792,0,4106,0,2210
13410,node,0,217,5,87790,2,4104,1,2209
13430,node,1,216,79,87716,4,4102,2,2208
13440,node,0,217,20,87775,0,4106,1,2209
13450,node,0,217,14,87781,0,4106,1,2209
13460,node,0,217,9,87786,1,4105,0,2210
13470,node,0,217,1,87794,0,4106,0,2210
13480,node,0,217,5,87790,0,4106,0,2210
13490,node,0,217,2,87793,0,4106,0,2210
13500,node,1,216,141,87654,4,4102,5,2205
13520,node,0,217,38,87757,4,4102,0,2210
13530,node,0,217,0,87795,1,4105,0,2210
13550,node,0,217,8,87787,0,4106,0,2210
13570,node,0,217,10,87785,0,4106,1,2209
13580,node,0,217,1,87794,0,4106,0,2210
13600,node,0,217,3,87792,0,4106,0,2210
13630,node,0,217,1,87794,0,4106,0,2210
13650,node,0,217,1,87794,0,4106,0,2210
13670,node,0,217,38,87757,3,4103,0,2210
13680,node,0,217,17,87778,1,4105,0,2210
13690,node,0,217,2,87793,0,4106,0,2210
13700,node,0,217,2,87793,0,4106,0,2210
13710,node,0,217,1,87794,0,4106,0,2210
13720,node,0,217,34,87761,2,4104,0,2210
13730,node,0,217,1,87794,0,4106,0,2210
13750,node,0,217,49,87746,0,4106,0,2210
13760,node,0,217,287,87508,15,4091,7,2203
13770,node,0,217,25,87770,2,4104,0,2210
13780,node,0,217,184,87611,9,4097,5,2205
13790,node,0,217,5,87790,0,4106,0,2210
13800,node,1,216,481,87314,15,4091,12,2198
13810,node,0,217,8,87787,0,4106,0,2210
13830,node,0,217,1,87794,0,4106,0,2210
13840,node,0,217,2,87793,0,4106,0,2210
13860,node,0,217,3,87792,0,4106,0,2210
13870,node,0,217,6,87789,0,4106,0,2210
13900,node,0,217,0,87795,1,4105,0,2210
13940,node,0,217,5,87790,0,4106,0,2210
13950,node,0,217,3,87792,0,4106,0,2210
13960,node,0,217,7,87788,0,4106,0,2210
13990,node,0,217,1,87794,0,4106,0,2210
14010,node,0,217,6,87789,0,4106,0,2210
14020,node,0,217,14,87781,0,4106,0,2210
14030,node,0,217,5,87790,0,4106,0,2210
14040,node,0,217,3,87792,0,4106,0,2210
14050,node,0,217,3,87792,0,4106,0,2210
14070,node,0,217,5,87790,0,4106,0,2210
14160,node,0,217,6,87789,0,4106,1,2209
14170,node,0,217,11,87784,3,4103,0,2210
14180,node,0,217,59,87736,2,4104,2,2208
14190,node,0,217,33,87762,0,4106,0,2210
14200,node,0,217,190,87605,8,4098,2,2208
14210,node,0,217,137,87658,6,4100,3,2207
14220,node,2,215,178,87617,7,4099,1,2209
14240,node,0,217,31,87764,2,4104,1,2209
14260,node,0,217,101,87694,1,4105,4,2206
14270,node,0,217,373,87422,14,4092,18,2192
14280,node,1,216,243,87552,12,4094,6,2204
14290,node,6,211,1816,85979,84,4022,51,2159
14300,node,0,217,420,87375,28,4078,12,2198
14310,node,0,217,605,87190,29,4077,17,2193
14320,node,1,216,345,87450,16,4090,9,2201
14330,node,0,217,313,87482,14,4092,9,2201
14340,node,0,217,3,87792,0,4106,0,2210
14350,node,0,217,24,87771,1,4105,0,2210
14370,node,0,217,52,87743,2,4104,1,2209
14380,node,0,217,1,87794,0,4106,0,2210
14400,node,0,217,11,87784,0,4106,0,2210
14410,node,0,217,18,87777,2,4104,0,2210
14430,node,0,217,2,87793,0,4106,0,2210
14510,node,0,217,1,87794,0,4106,0,2210
14520,node,0,217,3,87792,0,4106,0,2210
14530,node,0,217,1,87794,0,4106,0,2210
14540,node,0,217,2,87793,0,4106,0,2210
14590,node,0,217,1,87794,0,4106,0,2210
14610,node,1,216,13,87782,0,4106,0,2210
14620,node,0,217,14,87781,2,4104,1,2209
14630,node,1,216,27,87768,1,4105,0,2210
14660,node,0,217,13,87782,1,4105,0,2210
14670,node,0,217,18,87777,1,4105,0,2210
14680,node,0,217,22,87773,1,4105,1,2209
14690,node,0,217,19,87776,2,4104,0,2210
14700,node,1,216,10,87785,0,4106,0,2210
14710,node,0,217,12,87783,1,4105,0,2210
14720,node,0,217,9,87786,1,4105,0,2210
14740,node,0,217,14,87781,0,4106,0,2210
14760,node,0,217,42,87753,1,4105,2,2208
14770,node,1,216,98,87697,5,4101,1,2209
14780,node,0,217,173,87622,11,4095,2,2208
14790,node,0,217,90,87705,3,4103,1,2209
14800,node,2,215,584,87211,31,4075,15,2195
14810,node,0,217,115,87680,8,4098,3,2207
14820,node,0,217,15,87780,0,4106,0,2210
14830,node,0,217,132,87663,8,4098,4,2206
14840,node,4,213,2127,85668,93,4013,54,2156
14860,node,0,217,2,87793,0,4106,0,2210
14870,node,0,217,2,87793,2,4104,0,2210
14900,node,0,217,24,87771,1,4105,0,2210
14910,node,0,217,10,87785,4,4102,1,2209
14930,node,0,217,11,87784,1,4105,0,2210
14940,node,0,217,2,87793,0,4106,0,2210
14950,node,0,217,3,87792,0,4106,0,2210
14960,node,0,217,65,87730,7,4099,1,2209
14980,node,0,217,2,87793,0,4106,0,2210
14990,node,1,216,342,87453,13,4093,13,2197
15000,node,0,217,3,87792,0,4106,0,2210
15010,node,0,217,1,87794,0,4106,0,2210
15020,node,0,217,3,87792,0,4106,0,2210
15030,node,0,217,14,87781,2,4104,1,2209
15040,node,0,217,38,87757,2,4104,1,2209
15050,node,0,217,246,87549,14,4092,8,2202
15070,node,0,217,16,87779,0,4106,0,2210
15080,node,0,217,1,87794,0,4106,0,2210
15120,node,0,217,2,87793,0,4106,0,2210
15130,node,0,217,3,87792,0,4106,0,2210
15140,node,0,217,4,87791,0,4106,0,2210
15170,node,0,217,3,87792,0,4106,0,2210
15180,node,0,217,3,87792,0,4106,0,2210
15190,node,0,217,1,87794,0,4106,0,2210
15200,node,0,217,1,87794,0,4106,0,2210
15210,node,0,217,11,87784,0,4106,0,2210
15220,node,6,211,1896,85899,84,4022,39,2171
15250,node,0,217,5,87790,0,4106,1,2209
15260,node,0,217,60,87735,1,4105,3,2207
15290,node,0,217,1,87794,0,4106,0,2210
15300,node,0,217,3,87792,0,4106,0,2210
15310,node,0,217,1,87794,0,4106,0,2210
15340,node,0,217,327,87468,17,4089,16,2194
15350,node,0,217,28,87767,2,4104,0,2210
15360,node,0,217,29,87766,0,4106,0,2210
15380,node,0,217,16,87779,0,4106,2,2208
15390,node,0,217,28,87767,1,4105,4,2206
15400,node,0,217,74,87721,4,4102,1,2209
15410,node,1,216,26,87769,2,4104,1,2209
15420,node,1,216,47,87748,4,4102,2,2208
15430,node,0,217,34,87761,1,4105,1,2209
15440,node,0,217,39,87756,3,4103,0,2210
15450,node,0,217,2,87793,0,4106,0,2210
15460,node,0,217,14,87781,1,4105,2,2208
15470,node,2,215,586,87209,31,4075,18,2192
15490,node,0,217,10,87785,0,4106,1,2209
15510,node,0,217,1,87794,0,4106,0,2210
15520,node,0,217,3,87792,0,4106,0,2210
15540,node,0,217,6,87789,1,4105,0,2210
15550,node,0,217,1,87794,0,4106,0,2210
15560,node,0,217,1,87794,1,4105,0,2210
15570,node,0,217,36,87759,1,4105,0,2210
15580,node,0,217,3,87792,0,4106,0,2210
15590,node,0,217,1,87794,0,4106,0,2210
15600,node,0,217,6,87789,0,4106,0,2210
15620,node,0,217,14,87781,0,4106,1,2209
15640,node,0,217,4,87791,1,4105,0,2210
15660,node,0,217,1,87794,0,4106,0,2210
15680,node,1,216,15,87780,1,4105,0,2210
15690,node,0,217,39,87756,4,4102,1,2209
15700,node,0,217,43,87752,3,4103,0,2210
15710,node,0,217,24,87771,2,4104,0,2210
15720,node,1,216,8,87787,0,4106,0,2210
15730,node,0,217,1,87794,0,4106,0,2210
15740,node,0,217,2,87793,0,4106,1,2209
15750,node,0,217,5,87790,0,4106,0,2210
15760,node,0,217,11,87784,1,4105,1,2209
15770,node,0,217,83,87712,2,4104,1,2209
15790,node,0,217,4,87791,0,4106,0,2210
15800,node,0,217,1,87794,0,4106,0,2210
15810,node,0,217,1,87794,0,4106,0,2210
15840,node,0,217,1,87794,0,4106,0,2210
15860,node,0,217,1,87794,0,4106,0,2210
15870,node,0,217,133,87662,5,4101,1,2209
15890,node,0,217,3,87792,0,4106,0,2210
15900,node,0,217,2,87793,0,4106,1,2209
15910,node,0,217,9,87786,0,4106,0,2210
15930,node,0,217,4,87791,0,4106,0,2210
15940,node,0,217,5,87790,0,4106,0,2210
15980,node,0,217,1,87794,0,4106,0,2210
16000,node,0,217,5,87790,0,4106,0,2210
16020,node,0,217,14,87781,1,4105,1,2209
16030,node,0,217,5,87790,1,4105,1,2209
16040,node,0,217,8,87787,0,4106,0,2210
16050,node,0,217,7,87788,0,4106,0,2210
16060,node,0,217,1,87794,0,4106,0,2210
16070,node,0,217,2,87793,0,4106,0,2210
16080,node,0,217,1,87794,1,4105,0,2210
16110,node,0,217,222,87573,11,4095,4,2206
16120,node,1,216,294,87501,11,4095,9,2201
16130,node,2,215,491,87304,24,4082,11,2199
16140,node,1,216,614,87181,28,4078,13,2197
16150,node,0,217,53,87742,6,4100,1,2209
16160,node,0,217,116,87679,8,4098,7,2203
