"type","id","control","case_n","control_n","cc_est","cc_err","cc_p","sex_est","sex_err","sex_p"
"Sub-block","X55800","LargeRare_Control",217,4106,-16.037881563264,8170.86702125722,0.998433903056138,-16.7638157534438,2962.23390284393,0.995484651511766
"Sub-block","X118730","LargeRare_Control",217,4106,-16.7858733580281,8043.72749222228,0.998334953604031,17.6873040902556,2655.84928547668,0.994686324026791
"Sub-block","X43330","LargeRare_Control",217,4106,-0.288153274142886,1.02230867780812,0.778046848755253,0.377188856014304,0.39461093559243,0.339148031740304
"Sub-block","X139660","LargeRare_Control",217,4106,-13.942827480678,1982.98004666086,0.994389920798778,0.224130447605723,1.41456236923871,0.874106093772719
"Sub-block","X125380","LargeRare_Control",217,4106,-16.7313268751594,8170.293542588,0.998366073630603,-17.4573888822168,2962.21522734602,0.995297809455747
"Sub-block","X55880","LargeRare_Control",217,4106,-16.0378815632639,8170.86702125673,0.998433903056138,-16.7638157534435,2962.23390284366,0.995484651511765
"Sub-block","X188480","LargeRare_Control",217,4106,-0.62173683118027,0.720553920192717,0.388214693070004,-0.0589418251265316,0.240028237662153,0.806021272631053
"Sub-block","X117830","LargeRare_Control",217,4106,-17.092366054614,13263.1150783659,0.998971755041926,17.9936195646335,4378.78002097285,0.996721280637612
"Sub-block","X29310","LargeRare_Control",217,4106,-13.9428274806685,1982.98004666359,0.99438992079879,0.224130447605724,1.41456236923874,0.874106093772721
"Sub-block","X47700","LargeRare_Control",217,4106,-14.3295188273438,1978.33851583458,0.994220806109563,-0.469455233290116,1.22514775086562,0.701584419167633
"Sub-block","X103270","LargeRare_Control",217,4106,21.0865777608583,5163.40331531982,0.996741566164464,-18.4268676672094,6492.08908859004,0.997735321670147
"Sub-block","X187470","LargeRare_Control",217,4106,0.982442288692223,1.0716922736079,0.359289115190632,0.725740819130746,0.731062167454196,0.320845902626691
"Sub-block","X191030","LargeRare_Control",217,4106,0.300645371377192,1.03750996267182,0.771987694915056,0.0850712666760057,0.518482259050727,0.869670143538351
"Sub-block","X188890","LargeRare_Control",217,4106,-16.037881563264,8170.86702125714,0.998433903056138,-16.7638157534438,2962.233902844,0.995484651511766
"Sub-block","X189950","LargeRare_Control",217,4106,0.563629021145186,0.607611298129299,0.353607598561217,-0.744608788063961,0.373427794093216,0.0461538787388483
"Sub-block","X189850","LargeRare_Control",217,4106,0.0916429188686094,0.294468995846641,0.755637825050201,0.366380773964903,0.133935508901918,0.00622853187540656
"Sub-block","X37690","LargeRare_Control",217,4106,-16.0378815632639,8170.86702125684,0.998433903056138,-16.7638157534442,2962.23390284429,0.995484651511766
"Sub-block","X103330","LargeRare_Control",217,4106,21.0865777608584,5163.40331532014,0.996741566164464,-18.4268676672078,6492.0890885895,0.997735321670147
"Sub-block","X130290","LargeRare_Control",217,4106,-17.0923660547369,13263.1150790751,0.998971755041974,17.9936195646356,4378.78002097459,0.996721280637613
"Sub-block","X53660","LargeRare_Control",217,4106,-17.0923660546138,13263.1150784677,0.998971755041934,17.9936195646333,4378.78002097385,0.996721280637613
"Sub-block","X123910","LargeRare_Control",217,4106,-16.7858733580874,8043.72749232239,0.998334953604046,17.6873040902553,2655.84928547662,0.994686324026791
"Sub-block","X143680","LargeRare_Control",217,4106,-14.8917997386437,1199.01075517272,0.990090471191495,0.513465308536776,0.540977522997288,0.342547624430711
"Sub-block","X120760","LargeRare_Control",217,4106,-16.0378815632639,8170.86702125695,0.998433903056138,-16.7638157534437,2962.23390284387,0.995484651511766
"Sub-block","X188780","LargeRare_Control",217,4106,2.25977354649862,0.616536334289088,0.000247075558308481,0.196979488744752,0.579631560484659,0.733980272349941
"Sub-block","X184580","LargeRare_Control",217,4106,-0.0785855894915411,0.727548474414091,0.91398440299316,-0.10956991345971,0.310656158009677,0.724309771621272
"Sub-block","X190830","LargeRare_Control",217,4106,0.28580825982002,0.195890805769243,0.144560085858082,0.49179122049694,0.0943435112547179,1.86039425912522e-07
"Sub-block","X191140","LargeRare_Control",217,4106,-0.212029631769451,0.349606600078559,0.544195639695334,1.00485141423383,0.149772449590158,1.95711351724103e-11
"Sub-block","X191420","LargeRare_Control",217,4106,0.0542697410583469,0.597359909848618,0.927612321087234,-0.173645028574272,0.271745083789,0.522823123325402
"Sub-block","X185880","LargeRare_Control",217,4106,-17.0923660546476,13263.1150788454,0.998971755041962,17.9936195646336,4378.78002097567,0.996721280637614
"Sub-block","X190930","LargeRare_Control",217,4106,0.361547646642577,0.604054039203485,0.549482833259348,0.919990089341791,0.328796389474074,0.00514114989068529
"Sub-block","X141380","LargeRare_Control",217,4106,-17.0923660547356,13263.1150787517,0.998971755041949,17.9936195646338,4378.78002097313,0.996721280637612
"Sub-block","X142110","LargeRare_Control",217,4106,-17.0923660545968,13263.1150786309,0.998971755041948,17.9936195646355,4378.7800209743,0.996721280637613
"Sub-block","X102520","LargeRare_Control",217,4106,-14.9978171175007,1911.31795343875,0.993739187192306,1.83576495620037,1.09589602844263,0.0939093290632205
"Sub-block","X190410","LargeRare_Control",217,4106,-0.0675047295312075,0.230754531998095,0.769874447916686,-0.346942860416568,0.101137007538649,0.000602637831256899
"Sub-block","X154050","LargeRare_Control",217,4106,0.384510662967033,1.04021029156214,0.711645491350464,-0.371121472204516,0.558609873608571,0.506456014009781
"Sub-block","X189220","LargeRare_Control",217,4106,-0.203014029671831,0.316913569344269,0.521784245932756,0.581632852345279,0.129608802489033,7.20289873373521e-06
"Sub-block","X156360","LargeRare_Control",217,4106,0.462405157685704,1.04325753989226,0.657597913133866,-0.253381037850398,0.57091027345153,0.657173182951525
"Sub-block","X145960","LargeRare_Control",217,4106,-14.8179707751525,1201.08096502457,0.99015659182721,0.379383406677312,0.557237398330641,0.495979668312369
"Sub-block","X157600","LargeRare_Control",217,4106,-14.1968991599863,1199.06297770508,0.990553271838902,0.512582321626616,0.764409259157745,0.502500830890292
