Phenotype,Skew,Skew_after_norm,Kurtosis,Kurtosis_after_norm
pairs_matching_errors,2.8926636112423796,1.1731762152029448,13.27731836285118,0.39846110164620185
reaction_time_mean,1.9343835759689025,0.7854049413709815,8.633834211934706,1.617064178253603
fluid_intelligence,0.19432681031731608,no normalization,-0.1752760344145532,no normalization
numeric_memory_maxdigits,-0.38970583487662497,no normalization,0.987540983506932,no normalization
sd_sub_correctmatches,-0.22926749187074033,-0.3131230949356298,4.352711392290209,0.19323284745640157
